종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"442580","PLUS 글로벌HBM반도체","122650","7150","6.19","123753.58","125870","128235","122400","1648987","208150328761","1576052500000","0","12850000","iSelect 글로벌HBM반도체 지수","31680.92","853.56","2.77"
"189400","PLUS 글로벌MSCI(합성 H)","24870","230","0.93","25217.77","24640","25260","24640","16305","405891130","7461000000","0","300000","MSCI ACWI Index","1105.39","5.84","0.53"
"496770","PLUS 글로벌방산","18635","375","2.05","18771.85","18300","18740","18300","14774","275022686","39133500000","0","2100000","Solactive Global Defense Index(PR)","3828.07","0.00","0.00"
"419650","PLUS 글로벌수소&차세대연료전지","6450","150","2.38","6478.74","6435","6480","6355","64971","417034506","23542500000","0","3650000","BlueStar Hydrogen and NextGen Fuel Cell Index (시장가격)","59.11","0.00","0.00"
"0007G0","PLUS 글로벌원자력밸류체인","15190","470","3.19","15226.01","15605","15700","15145","9047","138327679","47848500000","0","3150000","Solactive Global Nuclear Energy Value Chain Index(PR)","6115.58","0.00","0.00"
"0166T0","PLUS 글로벌저작권핵심기업액티브","10080","-115","-1.13","10210.67","10270","10280","10070","44172","448957937","10080000000","0","1000000","iSelect 미국AI지적재산 지수(PR)","1089.54","0.00","0.00"
"0035T0","PLUS 글로벌휴머노이드로봇액티브","23745","1170","5.18","23731.20","24155","24545","23250","60783","1466792037","135346500000","0","5700000","iSelect 글로벌휴머노이드로봇 (PR)","7857.40","0.00","0.00"
"415920","PLUS 글로벌희토류&전략자원생산기업","9645","590","6.52","9664.81","9445","9695","9420","72110","689747705","51118500000","0","5300000","MVIS Global Rare Earth/Strategic Metals Index (Price Return)","618.81","18.67","3.11"
"0138Y0","PLUS 금채권혼합","10025","110","1.11","10052.70","10055","10090","10000","324628","3261121756","110776250000","0","11050000","Akros 미국 금현물 ETF 채권혼합 지수","1986.63","0.00","0.00"
"278620","PLUS 단기채권액티브","118040","-15","-0.01","118057.07","118040","118040","118040","64","7554560","60200400000","0","510000","KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)","150.81","0.06","0.04"
"477050","PLUS 머니마켓액티브","53100","5","0.01","53102.54","53095","53105","53095","24676","1310343067","371381400000","0","6994000","KAP 시가평가 MMF 지수(총수익)","120.36","0.00","0.00"
"0050E0","PLUS 미국AI에이전트","8455","-105","-1.23","8465.11","8600","8685","8410","9150","77253584","5073000000","0","600000","Solactive US AI Agents Index(PR)","2703.99","0.00","0.00"
"429760","PLUS 미국S&P500","20735","135","0.66","20761.00","20780","20810","20730","6182","128410975","41470000000","0","2000000","S&P 500","7394.30","0.00","0.00"
"269540","PLUS 미국S&P500(H)","29470","375","1.29","29479.73","29510","29575","29435","75238","2218157376","85463000000","0","2900000","S&P 500","7394.30","0.00","0.00"
"0057H0","PLUS 미국S&P500미국채혼합50액티브","12575","35","0.28","12560.11","12555","12610","12555","56079","706028565","70420000000","0","5600000","S&P 500 and U.S. Treasury Bill 0-3 Month 50/50 Blend Index (USD)","287.54","0.00","0.00"
"494410","PLUS 미국S&P500성장주","15160","260","1.74","15124.07","14910","16040","14910","3352","51553752","33352000000","0","2200000","S&P 500 Growth Index(PR)","5423.17","0.00","0.00"
"0153X0","PLUS 미국고배당주액티브","11480","-40","-0.35","11483.45","11520","11570","11450","61959","712882123","24682000000","0","2150000","Akros 미국 고배당주 20 지수","1797.97","0.00","0.00"
"0089B0","PLUS 미국나스닥100미국채혼합50","12295","90","0.74","12316.72","12285","12350","12285","60207","741305850","30737500000","0","2500000","Nasdaq-100 US T-Bills 1-3 Month 50/50 Index (USD)","3072.96","0.00","0.00"
"287180","PLUS 미국나스닥테크","60390","2300","3.96","60523.11","60085","63210","60085","10597","642337835","51331500000","0","850000","NASDAQ 100 Technology Sector Index","17182.20","0.00","0.00"
"213630","PLUS 미국다우존스고배당주(합성 H)","20230","110","0.55","20269.65","20120","20360","19890","3992","80796855","18611600000","0","920000","Dow Jones U.S Select Dividend Index(시장가격지수)","1112.28","0.00","0.00"
"332610","PLUS 미국단기회사채(AAA~A)","138525","-440","-0.32","138616.15","138485","138750","138255","118418","16399851867","13298400000","0","96000","ICE BofaAML 1-3 Year AAA-A US Corporate Index(총수익지수)","601.25","0.00","0.00"
"456200","PLUS 미국달러SOFR금리액티브(합성)","65435","-310","-0.47","65390.81","65340","65500","65340","9","588705","7197850000","0","110000","Solactive SOFR Daily Total Return Index","1246.71","0.00","0.00"
"0078V0","PLUS 미국로보택시","10795","100","0.94","10768.96","10845","10870","10760","1130","12221880","7016750000","0","650000","KEDI 미국로보택시 지수(PR)","3762.73","0.00","0.00"
"494420","PLUS 미국배당증가성장주데일리커버드콜","10020","115","1.16","10042.41","10015","10060","9995","8692","87260997","18036000000","0","1800000","Bloomberg U.S. Dividend Growth Partial Covered Call Index","1552.45","0.00","0.00"
"0023B0","PLUS 미국양자컴퓨팅TOP10","20160","290","1.46","20196.22","20300","20595","20160","51912","1058681580","40320000000","0","2000000","iSelect 미국양자컴퓨팅 TOP10 (PR)","8577.21","0.00","0.00"
"332620","PLUS 미국장기우량회사채","101700","405","0.40","101517.14","101525","101765","101375","1739","176693895","19017900000","0","187000","ICE BofaAML 15+ Year AAA-A US Corporate Index(총수익지수)","1194.66","0.00","0.00"
"464470","PLUS 미국채30년액티브","54835","270","0.49","54990.24","54790","54900","54600","4587","251402350","45184040000","0","824000","ICE U.S. Treasury 20+ Year Bond Index(Total Return)","95.97","0.00","0.00"
"461900","PLUS 미국테크TOP10","23310","-100","-0.43","23376.75","23410","23455","23250","4153","97049304","19813500000","0","850000","iSelect 미국 Tech 10 지수","7272.58","0.00","0.00"
"461910","PLUS 미국테크TOP10레버리지(합성)","40935","290","0.71","40868.69","40675","42430","40645","672","27670540","20467500000","0","500000","iSelect 미국 Tech 10 지수","7272.58","0.00","0.00"
"0193K0","PLUS 삼성전자단일종목레버리지","23230","2995","14.80","23277.87","23760","25595","23100","277339","6774119283","26133750000","0","1125000","KRX 삼성전자 지수","6039.33","440.08","7.86"
"0193L0","PLUS 삼성전자선물단일종목인버스2X","14140","-2885","-16.95","14407.46","13610","14480","12350","29003496","383323408548","57974000000","0","4100000","KRX 삼성전자 선물 지수","5786.10","428.60","8.00"
"195970","PLUS 선진국MSCI(합성 H)","15875","280","1.80","15840.44","15900","16055","15870","7048","112401780","23177500000","0","1460000","MSCI EAFE Index","3065.20","30.24","1.00"
"238670","PLUS 스마트베타Quality채권혼합","13395","265","2.02","13377.69","13240","13480","13240","3170","42487950","4018500000","0","300000","WISE-KAP 스마트베타 Quality 채권혼합지수","1649.03","18.31","1.12"
"195980","PLUS 신흥국MSCI(합성 H)","15105","310","2.10","15363.11","15065","15440","15050","27547","418852368","98182500000","0","6500000","MSCI EM Index","1707.92","43.41","2.61"
"256450","PLUS 심천차이넥스트(합성)","18480","380","2.10","18578.33","18100","18625","18100","1603","29431890","9240000000","0","500000","SZSE ChiNext Price Index","3832.02","20.78","0.55"
"447660","PLUS 애플채권혼합","13700","65","0.48","13733.77","13575","14135","13575","9344","128561371","17125000000","0","1250000","FnGuide 애플채권혼합 지수","2500.57","9.65","0.39"
"239660","PLUS 우량회사채50","120860","55","0.05","120871.62","120855","120905","120845","1000","120865432","21754800000","0","180000","KOBI HALF CREDIT Index(총수익)","12612.46","8.40","0.07"
"421320","PLUS 우주항공","38140","5","0.01","38200.26","39590","40315","37655","277437","10872907805","282236000000","0","7400000","iSelect 우주항공UAM 지수","4310.24","26.53","0.62"
"0184N0","PLUS 은채권혼합","9215","185","2.05","9291.55","9240","9305","9215","69775","646053965","12440250000","0","1350000","Akros 은 채권혼합 지수","2033.97","0.00","0.00"
"464920","PLUS 일본반도체소부장","28495","2145","8.14","28405.95","28555","28555","27210","51604","1461076968","25645500000","0","900000","Solactive Japan Semiconductor Materials and Equipment Index PR","7716.11","499.97","6.93"
"489000","PLUS 일본엔화초단기국채(합성)","10020","-45","-0.45","10030.15","10010","10040","10005","31974","320373372","22044000000","0","2200000","KAP 일본 단기 국채 지수(총수익)","99.95","0.00","0.00"
"0098N0","PLUS 자사주매입고배당주","12885","310","2.47","12967.58","12865","13250","12780","134984","1762204163","85041000000","0","6600000","FnGuide 고배당주 플러스 자사주 지수 (PR)","3462.79","87.87","2.60"
"451000","PLUS 종합채권(AA-이상)액티브","107455","265","0.25","107562.02","107455","107455","107455","1","107455","529430785000","0","4927000","KAP 종합채권지수(AA-이상, 총수익)","114.29","0.00","0.00"
"280920","PLUS 주도업종","29050","1700","6.22","28934.90","29145","29910","28830","309","9050620","15977500000","0","550000","FnGuide 주도업종 지수","4395.71","213.76","5.11"
"0184L0","PLUS 중기종합채권(A-이상)액티브","99830","110","0.11","99827.74","99740","99880","99740","8187","816830965","103823200000","0","1040000","KIS 중기종합채권(A-이상) 지수(총수익)","112.30","0.00","0.00"
"266550","PLUS 중형주저변동50","19625","1195","6.48","19540.58","19540","19640","19215","849","16557015","4906250000","0","250000","FnGuide 중형주저변동50지수","3861.27","83.33","2.21"
"0047N0","PLUS 차이나AI테크TOP10","11015","135","1.24","11013.98","11100","11120","10770","7554","83514840","9913500000","0","900000","Solactive China AI Tech Top10 Index(PR)","2140.39","0.00","0.00"
"0128D0","PLUS 차이나항셍테크위클리타겟커버드콜","8090","140","1.76","8052.74","8000","8225","8000","9642","77932113","5663000000","0","700000","HSTECH 15% Target Premium Weekly Covered Call Index","3313.36","0.00","0.00"
"495040","PLUS 코리아밸류업","37930","2110","5.89","37695.88","38425","39000","37530","10350","397686870","104307500000","0","2750000","코리아 밸류업 지수","3855.34","175.20","4.76"
"301400","PLUS 코스닥150","18130","360","2.03","18444.57","18500","18745","18090","32324","589085966","13597500000","0","750000","코스닥 150","1835.35","64.09","3.62"
"301410","PLUS 코스닥150선물인버스","3120","-70","-2.19","3101.23","3075","3120","3010","1972","6057595","780000000","0","250000","F-코스닥150 지수","2099.63","45.92","2.24"
"0166N0","PLUS 코스닥150액티브","10425","400","3.99","10514.23","10500","10660","10265","141296","1477966846","41700000000","0","4000000","코스닥 150","1835.35","64.09","3.62"
"227830","PLUS 코스피","84630","4935","6.19","84074.39","85675","87045","83950","854","73727292","21157500000","0","250000","코스피","8123.10","359.15","4.63"
"122090","PLUS 코스피50","97930","4330","4.63","98326.96","100865","102645","97845","123676","12540380718","205653000000","0","2100000","코스피 50","9858.93","446.35","4.74"
"328370","PLUS 코스피TR","45910","2590","5.98","45673.43","42025","47310","42025","14693","683044930","146912000000","0","3200000","코스피 TR","10648.08","470.79","4.63"
"457990","PLUS 태양광&ESS","41150","1150","2.88","40971.96","42400","43240","40660","427754","17946166493","139910000000","0","3400000","FnGuide 태양광 & ESS 지수","10738.86","261.39","2.49"
"0132K0","PLUS 테슬라위클리커버드콜채권혼합","8765","75","0.86","8805.24","8740","8810","8740","231709","2034374608","127969000000","0","14600000","Akros 테슬라 위클리 커버드콜 채권혼합 지수","2799.90","0.00","0.00"
"0000J0","PLUS 한화그룹주","32720","1665","5.36","32897.08","32795","33695","32330","145007","4798462097","125972000000","0","3850000","FnGuide 한화그룹주 지수","6872.35","353.84","5.43"
"148020","RISE 200","130305","5600","4.49","130803.89","132545","136300","130100","1534100","206344472901","4834315500000","0","37100000","코스피 200","1291.32","59.78","4.85"
"361580","RISE 200TR","73460","2530","3.57","73754.53","75640","76875","73335","554821","42218203195","558296000000","0","7600000","코스피 200 TR","1710.59","79.10","4.85"
"290080","RISE 200고배당커버드콜ATM","6500","-15","-0.23","6598.61","6515","6700","6470","20536","135865487","11375000000","0","1750000","코스피 200 고배당커버드콜 ATM 지수(시장가격지수)","860.83","-16.60","-1.89"
"284980","RISE 200금융","23020","1060","4.83","22982.35","22900","23600","22525","14102","328635359","22099200000","0","960000","코스피 200 금융","1755.44","66.94","3.96"
"252400","RISE 200선물레버리지","167450","13945","9.08","168561.29","175180","183000","167450","7338","1294083952","117215000000","0","700000","코스피 200 선물지수","6340.41","317.22","5.27"
"252410","RISE 200선물인버스","1254","-65","-4.93","1259.13","1237","1254","1198","62542","76633362","2508000000","0","2000000","코스피 200 선물지수","6340.41","317.22","5.27"
"252420","RISE 200선물인버스2X","86","-10","-10.42","87.10","86","87","78","7321372","596708105","3603400000","0","41900000","코스피 200 선물지수","6340.41","317.22","5.27"
"475720","RISE 200위클리커버드콜","15065","425","2.90","15195.74","15385","15395","15045","1086583","16562289605","919718250000","0","61050000","코스피 200 위클리 커버드콜 ATM 지수","1733.85","5.63","0.33"
"183700","RISE 200채권혼합50","104485","2490","2.44","103823.65","106085","106540","104100","10443","1101514410","37614600000","0","360000","코스피 200 KTB 혼합지수","3279.92","85.10","2.66"
"0122W0","RISE 26-11 회사채(AA-이상)액티브","50670","5","0.01","50656.29","50670","50670","50665","1111","56294142","185148180000","0","3654000","KAP 26-11 회사채(AA-이상) 총수익지수","112.07","0.00","0.00"
"465330","RISE 2차전지TOP10","12885","585","4.76","12882.55","12795","13335","12660","216312","2807850661","74088750000","0","5750000","iSelect 2차전지 TOP10 지수(PR)","2832.72","139.19","5.17"
"465350","RISE 2차전지TOP10인버스(합성)","15970","-1010","-5.95","16330.70","16285","16547","15555","232342","3710017173","41522000000","0","2600000","iSelect 2차전지 TOP10 지수(PR)","2834.72","141.19","5.24"
"422420","RISE 2차전지액티브","8450","495","6.22","8468.81","8290","8735","8270","262358","2237922975","263640000000","0","31200000","iSelect 2차전지 지수 (시장가격지수)","5429.32","307.44","6.00"
"105780","RISE 5대그룹주","20405","705","3.58","20474.12","21085","21385","20350","28911","606931461","44891000000","0","2200000","MKF 5대그룹주","20365.18","814.89","4.17"
"469070","RISE AI&로봇","14580","580","4.14","14570.75","14495","15370","14440","1493190","22255972421","468747000000","0","32150000","iSelect AI&로봇 지수(시장가격)","3279.24","136.49","4.34"
"0093A0","RISE AI반도체TOP10","43675","4440","11.32","43527.51","42485","45050","42085","1692457","73382995613","227110000000","0","5200000","FnGuide AI반도체TOP10 지수","8352.58","769.60","10.15"
"0101N0","RISE AI전력인프라","21400","-200","-0.93","21443.95","22800","22920","21270","620112","13697910831","699780000000","0","32700000","KRX-Akros AI 전력인프라 지수","12680.33","-25.64","-0.20"
"427120","RISE AI플랫폼","5630","130","2.36","5660.63","5640","5785","5620","4943","28017870","3715800000","0","660000","FnGuide AI 플랫폼 지수","813.23","18.91","2.38"
"477080","RISE CD금리액티브(합성)","106805","15","0.01","106798.05","106790","106810","106790","14582","1557347113","1464937380000","0","13716000","FnGuide CD금리투자 지수(총수익)","1464.42","0.00","0.00"
"290130","RISE ESG사회책임투자","56335","2335","4.32","56579.85","57765","58895","56235","548961","31830122675","594334250000","0","10550000","KRX ESG 사회책임경영지수(S)","9118.19","392.29","4.50"
"326240","RISE IT플러스","54065","2000","3.84","54239.07","55180","56390","53770","31503","1755212611","143812900000","0","2660000","FnGuide IT플러스 지수","7763.42","353.83","4.78"
"385560","RISE KIS국고채30년Enhanced","55245","1050","1.94","55156.53","54820","55245","54310","64124","3515194997","913862790000","0","16542000","KIS 국고채30년Enhanced지수(시장가격)","4922.89","107.85","2.24"
"479520","RISE KOFR금리액티브(합성)","105752","22","0.02","105753.74","105750","105755","105750","2156","228003679","1004961256000","0","9503000","KOFR 지수","1190.16","0.09","0.01"
"270800","RISE KQ고배당","17160","660","4.00","17209.90","17090","17477","17055","759","13081162","9438000000","0","550000","FnGuide KQ고배당포커스 지수","8701.48","273.86","3.25"
"292050","RISE KRX300","59415","3285","5.85","59130.83","60350","61455","58865","2138","130146690","23766000000","0","400000","KRX 300","5633.80","257.84","4.80"
"388280","RISE K엔터&여행레저","8655","-45","-0.52","8718.39","8925","8925","8625","50681","444108548","30984900000","0","3580000","FnGuide K엔터&여행레저 지수","812.71","4.10","0.51"
"0192L0","RISE SK하이닉스단일종목레버리지","20140","650","3.34","20096.29","22955","23135","20140","756680","16936424197","93147500000","0","4625000","KRX SK하이닉스 지수","12558.41","286.21","2.33"
"442550","RISE TDF2030액티브 적격","15390","135","0.88","15374.36","15335","15540","15330","10503","162347866","19237500000","0","1250000","iSelect 전략적자산배분 TDF 2030 지수","2155.52","16.20","0.76"
"442560","RISE TDF2040액티브 적격","17360","135","0.78","17385.94","17350","17585","17350","23148","405317956","42532000000","0","2450000","iSelect 전략적자산배분 TDF 2040 지수","2589.48","22.56","0.88"
"442570","RISE TDF2050액티브 적격","18740","350","1.90","18603.30","18595","18830","18595","211262","3962646508","281100000000","0","15000000","iSelect 전략적자산배분 TDF 2050 지수","2837.23","26.54","0.94"
"234310","RISE V&S셀렉트밸류","31820","1430","4.71","31965.42","32315","32835","31820","105","3399687","15910000000","0","500000","FnGuide 셀렉트 밸류 지수","6388.96","309.64","5.09"
"241390","RISE V&S셀렉트밸류채권혼합","16550","335","2.07","16642.45","16675","16790","16535","54118","905493517","36410000000","0","2200000","FnGuide 셀렉트벨류 채권혼합지수","2874.32","61.41","2.18"
"300640","RISE 게임테마","6945","110","1.61","6907.26","6905","7020","6860","6677","46295020","24307500000","0","3500000","WISE 게임 테마 지수 (시장가격지수)","3308.88","23.55","0.72"
"266160","RISE 고배당","38095","1660","4.56","38076.62","38545","39450","37965","94499","3686005646","247617500000","0","6500000","FnGuide 고배당포커스 지수","26980.76","1101.56","4.26"
"481430","RISE 국고채10년액티브","98345","705","0.72","98315.73","98215","98375","98070","12677","1246506945","97656585000","0","993000","KAP 국고채 10년 지수(총수익)","106.31","0.00","0.00"
"114100","RISE 국고채3년","105930","200","0.19","105964.04","105975","106000","105865","12328","1305846835","99574200000","0","940000","KTB INDEX(시장가격)","10114.48","24.35","0.24"
"282000","RISE 국고채3년선물인버스","114610","-165","-0.14","114517.01","114590","114655","114570","19","2177370","41488820000","0","362000","국채선물지수","1204.96","3.35","0.28"
"451670","RISE 국채30년레버리지(합성)","13560","325","2.46","13556.68","13450","13560","13295","682","9192380","6780000000","0","500000","KAP 국채30년 TR 지수(총수익)","79.39","1.35","1.73"
"295000","RISE 국채선물10년","51435","390","0.76","51482.57","51360","51435","51345","3","154140","5143500000","0","100000","10년국채선물지수","1135.52","10.98","0.98"
"295020","RISE 국채선물10년인버스","60010","-425","-0.70","59959.11","60125","60160","60010","336011","20181661115","67331220000","0","1122000","10년국채선물지수","1135.52","10.98","0.98"
"432600","RISE 국채선물3년","54870","135","0.25","54893.70","54895","54895","54850","3","164615","5487000000","0","100000","국채선물지수","1204.96","3.35","0.28"
"397420","RISE 국채선물5년추종","50360","215","0.43","50380.26","50345","50360","50300","3","151005","3928080000","0","78000","5년 국채선물 추종 지수","975.73","4.74","0.49"
"0114X0","RISE 글로벌게임테크TOP3Plus","8450","50","0.60","8447.95","8445","8565","8265","862","7249347","5915000000","0","700000","Solactive-KEDI 글로벌 게임 테크 TOP3 플러스 지수","4609.14","0.00","0.00"
"437370","RISE 글로벌농업경제","10815","-90","-0.83","10851.61","10850","10860","10795","2935","31745559","7570500000","0","700000","MVIS Global Agribusiness Index(Price Return)","3104.47","4.29","0.14"
"375270","RISE 글로벌데이터센터리츠(합성)","16650","110","0.67","16563.82","16425","16730","16425","1243","20707987","10822500000","0","650000","Kelly Data Center & Tech Infrastructure Net Total Return Index","1960.04","0.00","0.00"
"475380","RISE 글로벌리얼티인컴","11670","-75","-0.64","11662.06","11745","11745","11650","6321","73820723","32092500000","0","2750000","Solactive Global Realty Income Index(Price Return)","3146.34","0.00","0.00"
"476310","RISE 글로벌비만산업TOP2+","10590","210","2.02","10697.75","10595","10640","10565","1583","16761890","5824500000","0","550000","KEDI 글로벌 비만 산업 Top2+ 지수(Price Return)","3627.35","0.00","0.00"
"417450","RISE 글로벌수소경제","19400","170","0.88","19385.72","19555","19555","19320","19273","374350605","16490000000","0","850000","Indxx Hydrogen Economy Index (PR)","4081.96","0.00","0.00"
"442320","RISE 글로벌원자력","40795","845","2.12","41042.12","41525","41600","40790","47205","1940326025","277406000000","0","6800000","iSelect 글로벌원자력 지수(시장가격)","5858.13","80.27","1.39"
"461490","RISE 글로벌자산배분액티브","15000","105","0.70","15014.04","15010","15220","14960","84824","1272159664","316500000000","0","21100000","Bloomberg Multi-Asset Weighted (KRW ETFs) 지수(시장가격)","2067.40","15.89","0.77"
"459750","RISE 글로벌주식분산액티브","18975","355","1.91","19188.47","18880","19350","18880","3984","76107517","33206250000","0","1750000","Bloomberg Global Equity Market Weighted Index(Price Return)","2530.68","0.00","0.00"
"399580","RISE 글로벌클린에너지","11805","320","2.79","11880.30","11625","12110","11605","20052","237256510","11805000000","0","1000000","S&P Global Clean Energy Transition Index (Price Return)","1308.36","0.00","0.00"
"276650","RISE 글로벌테크놀로지(합성 H)","46075","1020","2.26","46017.49","46080","46175","45985","1274","58696320","34556250000","0","750000","S&P Global 1200 Information Technology and Interactive Media & Services(PR)","4942.08","25.50","0.52"
"336160","RISE 금융채액티브","100385","170","0.17","100365.63","100380","100385","100315","259","25986220","48887495000","0","487000","KIS 종합채권금융채 2.5Y-3Y 지수 (총수익)","139.06","0.00","0.00"
"326230","RISE 내수주플러스","12125","-110","-0.90","12110.40","12310","12415","12100","36","444090","7760000000","0","640000","FnGuide 내수주플러스 지수","1666.73","-2.73","-0.16"
"367760","RISE 네트워크인프라","76485","-345","-0.45","76748.90","81745","83305","76255","1723416","139806337976","1028723250000","0","13450000","FnGuide 네트워크 인프라 지수","10624.90","-2.42","-0.02"
"272560","RISE 단기국공채액티브","114095","25","0.02","114091.14","114095","114100","114075","3696","421678194","161672615000","0","1417000","KIS 종합채권국공채3M~1.5Y지수","139.72","0.00","0.00"
"385550","RISE 단기채권알파액티브","113340","-5","0.00","113340.53","113345","113375","113330","1726","195626840","390342960000","0","3444000","KIS 단기채권알파지수(AA-이상)(총수익지수)","128.09","0.00","0.00"
"196230","RISE 단기통안채","116300","25","0.02","116308.40","116305","116305","116285","5180","602422683","272607200000","0","2344000","KIS 통안채 5개월 지수(총수익)","13205.35","2.85","0.02"
"0061Z0","RISE 단기특수은행채액티브","50670","0","0.00","50673.71","50670","50675","50670","495","25081775","758732580000","0","14974000","KAP 단기 특수은행채 지수(시장가격)","116.49","0.00","0.00"
"315960","RISE 대형고배당10TR","93590","4330","4.85","93598.96","95105","97470","93105","303684","29134131377","659809500000","0","7050000","WISE 대형고배당10 TR 지수","11486.72","508.15","4.63"
"0138D0","RISE 동학개미","16555","1135","7.36","16340.63","16560","16645","16010","6439","105130637","12416250000","0","750000","FnGuide 동학개미 지수","5329.94","182.25","3.54"
"455890","RISE 머니마켓액티브","55080","5","0.01","55077.19","55075","55080","55070","344485","18972310175","2682836640000","0","48708000","KIS 시가평가 MMF 지수 (총수익지수)","120.60","0.00","0.00"
"401170","RISE 메타버스","12950","45","0.35","12924.72","13635","13795","12765","113257","1525191027","59311000000","0","4580000","iSelect 메타버스 지수(시장가격지수)","2707.62","-36.20","-1.32"
"481340","RISE 미국30년국채액티브","9925","65","0.66","9943.57","9910","9940","9900","45612","452365815","25308750000","0","2550000","Bloomberg U.S Treasury 20+ Year Total Return Index","592.71","0.00","0.00"
"472870","RISE 미국30년국채엔화노출(합성 H)","7915","85","1.09","7947.57","7910","7935","7900","478165","3784214416","277025000000","0","35000000","KIS 미국채30년 엔화노출 지수(USD/JPY 헤지)(총수익지수)","7110.56","82.39","1.17"
"472830","RISE 미국30년국채커버드콜(합성)","9215","40","0.44","9238.74","9085","9230","9085","29667","273250797","51143250000","0","5550000","Bloomberg U.S. Treasury 20+ Year (TLT) 2% OTM Covered Call Index(TR)","968.64","0.00","0.00"
"485690","RISE 미국AI밸류체인TOP3Plus","24240","560","2.36","24316.15","24300","24685","24240","19312","472118950","98172000000","0","4050000","KEDI 미국 AI 밸류체인 TOP3 Plus 지수(Price Return)","9995.69","0.00","0.00"
"490590","RISE 미국AI밸류체인데일리고정커버드콜","16510","410","2.55","16513.62","16650","16815","16470","812970","13523542472","746252000000","0","45200000","KEDI 미국 AI밸류체인 90%참여+데일리옵션 프리미엄 지수(TR)","11013.28","0.00","0.00"
"0176E0","RISE 미국AI전력인프라액티브","12560","480","3.97","12485.56","12575","12675","12440","42530","536167101","161396000000","0","12850000","Solactive US AI Electricity Infrastructure Index PR","6229.93","0.00","0.00"
"0127R0","RISE 미국AI클라우드인프라","19950","1420","7.66","19452.39","19470","20525","19470","38703","780332286","18952500000","0","950000","Akros 미국 AI 클라우드 인프라 지수(Price Return)","14623.57","0.00","0.00"
"495940","RISE 미국AI테크액티브","22660","175","0.78","22722.39","22920","23040","22660","26196","597412612","69113000000","0","3050000","Solactive US AI Tech Active Index PR","7037.95","0.00","0.00"
"379780","RISE 미국S&P500","24375","170","0.70","24398.19","24370","24455","24355","534380","13037278789","1533187500000","0","62900000","S&P 500","7394.30","0.00","0.00"
"453330","RISE 미국S&P500(H)","17530","225","1.30","17534.19","17550","17595","17515","55625","975295600","87650000000","0","5000000","S&P 500","7394.30","0.00","0.00"
"0138T0","RISE 미국S&P500데일리고정커버드콜","10350","65","0.63","10364.72","10365","10385","10320","46067","477415809","33637500000","0","3250000","S&P500 10% Daily Fixed Covered Call Index","370.87","0.00","0.00"
"0005C0","RISE 미국S&P500엔화노출(합성 H)","11920","205","1.75","11899.19","11850","11920","11820","787","9335615","9536000000","0","800000","S&P500 Yen Hedged Index(PR)","3042.72","0.00","0.00"
"460660","RISE 미국S&P배당킹","12360","5","0.04","12417.36","12355","12495","12355","7749","95975285","18540000000","0","1500000","S&P Dividend Monarchs Index(Price Return)","1280.35","0.00","0.00"
"219390","RISE 미국S&P원유생산기업(합성 H)","7225","-220","-2.96","7300.63","7210","7305","7185","105042","758429745","17701250000","0","2450000","S&P Oil & Gas Exploration & Production Select Industry Index(PR)","6278.25","0.00","0.00"
"0115C0","RISE 미국고배당다우존스TOP10","11885","-20","-0.17","11937.67","11970","11970","11880","16318","194325581","25552750000","0","2150000","Dow Jones U.S. High Dividend 10 Index","4094.12","0.00","0.00"
"354240","RISE 미국고정배당우선증권","11765","-135","-1.13","11836.05","11745","11865","11745","3717","43865407","13529750000","0","1150000","ICE BofAML Core Plus Fixed Rate Preferred Securities Index(PR)","75.21","0.00","0.00"
"368590","RISE 미국나스닥100","33020","580","1.79","33095.31","33150","33255","33000","569952","18898441523","1584960000000","0","48000000","NASDAQ 100","29446.18","0.00","0.00"
"437350","RISE 미국단기투자등급회사채액티브","13390","-65","-0.48","13386.39","13455","13455","13120","11483","153729550","29458000000","0","2200000","Bloomberg US Corporate 1-5 Years Total Return Index","269.22","0.00","0.00"
"455960","RISE 미국달러SOFR금리액티브(합성)","13210","-5","-0.04","13210.32","13100","13220","13100","593","7798970","61690700000","0","4670000","KAP SOFR 지수","124.67","0.00","0.00"
"469530","RISE 미국달러선물인버스","8535","50","0.59","8532.26","8540","8555","8530","745","6360945","5462400000","0","640000","미국달러선물지수","1702.09","-11.20","-0.65"
"469060","RISE 미국반도체NYSE","42555","2150","5.32","42830.05","43060","43385","42510","60281","2585533301","78726750000","0","1850000","NYSE Semicondoctor Index(Price Return)","2997.81","0.00","0.00"
"469050","RISE 미국반도체NYSE(H)","35255","2000","6.01","35437.70","35680","36075","35170","177122","6316581990","33492250000","0","950000","NYSE Semicondoctor Index(Price Return)","2997.81","0.00","0.00"
"491630","RISE 미국반도체인버스(합성 H)","5190","-375","-6.74","5176.05","5020","5195","4960","23894","121190948","2465250000","0","475000","NYSE Semicondoctor Index(Price Return)","2997.81","0.00","0.00"
"490600","RISE 미국배당100데일리고정커버드콜","9670","10","0.10","9655.00","9675","9760","9585","330810","3191862064","149401500000","0","15450000","KEDI 미국 배당100 90%참여+데일리옵션 프리미엄 지수(총수익지수)","2491.85","0.00","0.00"
