종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"0018Z0","RISE 미국양자컴퓨팅","21825","790","3.76","21619.36","21665","22102","21665","13470","295505893","21825000000","0","1000000","Solactive US Quantum Computing Technology Index PR","7906.02","0.00","0.00"
"0013P0","RISE 미국은행TOP10","13085","245","1.91","13126.38","13060","13195","13055","25528","333926815","17010500000","0","1300000","KEDI 미국 은행 TOP10 지수","2624.40","0.00","0.00"
"267440","RISE 미국장기국채선물(H)","8135","25","0.31","8307.84","8205","8205","8135","7414","60467985","4881000000","0","600000","S&P U.S. Treasury Bond Futures Excess Return Index","206.18","-0.06","-0.03"
"267490","RISE 미국장기국채선물레버리지(합성 H)","5255","95","1.84","5338.98","5250","5280","5240","2437","12789505","3678500000","0","700000","S&P U.S. Treasury Bond Futures Excess Return Index","206.18","-0.06","-0.03"
"267450","RISE 미국장기국채선물인버스(H)","10730","-220","-2.01","10830.06","10785","10820","10730","1493","16095730","5365000000","0","500000","S&P U.S. Treasury Bond Futures Excess Return Index","206.18","-0.06","-0.03"
"0036Z0","RISE 미국천연가스밸류체인","13660","-225","-1.62","13703.81","13880","13880","13600","6670","91008770","8879000000","0","650000","Solactive US Natural Gas Value Chain Index PR","1896.38","0.00","0.00"
"491620","RISE 미국테크100데일리고정커버드콜","11830","220","1.89","11848.53","11910","11925","11815","685959","8141231605","464327500000","0","39250000","KEDI 미국 테크100 90%참여+데일리옵션 프리미엄 지수(TR)","4579.91","0.00","0.00"
"0036R0","RISE 미국휴머노이드로봇","21840","675","3.19","21856.98","21850","22050","21805","43099","946316807","128856000000","0","5900000","KEDI 미국 휴머노이드 로봇 지수(시장가격)","8108.34","0.00","0.00"
"0000Z0","RISE 바이오TOP10액티브","10730","-265","-2.41","10720.82","11440","11440","10665","269870","2962773706","60624500000","0","5650000","KRX 바이오 TOP 10 지수","2134.65","1.05","0.05"
"446700","RISE 배터리 리사이클링","11750","450","3.98","11701.89","11640","11985","11555","4079","48128930","13865000000","0","1180000","iSelect 배터리 리사이클링 지수","3087.35","130.99","4.43"
"475350","RISE 버크셔포트폴리오TOP10","15220","-35","-0.23","15221.96","15255","15305","15160","43043","656069069","67729000000","0","4450000","Solactive Berkshire Portfolio Top10 Index(PR)","2956.84","0.00","0.00"
"388420","RISE 비메모리반도체액티브","38700","1615","4.35","38521.31","38635","39970","38150","633687","24825102672","363780000000","0","9400000","iSelect 비메모리반도체 지수(시장가격지수)","9444.28","780.64","9.01"
"448630","RISE 삼성그룹Top3채권혼합","15410","370","2.46","15411.56","15560","15565","15240","235310","3638063100","352889000000","0","22900000","Bloomberg Blended Samsung Group Fixed Top 3 Equity and Korean Bond Index","2747.05","68.52","2.56"
"0162Z0","RISE 삼성전자SK하이닉스채권혼합50","14500","320","2.26","14478.59","14775","14900","14445","14969544","220789834845","3668500000000","0","253000000","KAP 삼성전자SK하이닉스채권혼합50 지수","4261.99","120.86","2.92"
"0192M0","RISE 삼성전자단일종목레버리지","21800","2980","15.83","21727.01","22495","23900","21505","958450","22003423570","75755000000","0","3475000","KRX 삼성전자 지수","6039.33","440.08","7.86"
"367770","RISE 수소경제테마","27540","1285","4.89","27300.08","27475","28165","26905","109520","3025421117","152847000000","0","5550000","FnGuide 수소 경제 테마 지수","3427.34","121.53","3.68"
"140570","RISE 수출주","29030","940","3.35","29308.33","29955","30310","29030","2040","60646880","11612000000","0","400000","MKF 수출주 지수","29163.50","870.48","3.08"
"0093B0","RISE 엔비디아고정테크100","13430","215","1.63","13414.18","13370","13530","13370","3170","42666933","12758500000","0","950000","KEDI 엔비디아고정테크100 지수(PR)","9054.31","0.00","0.00"
"140580","RISE 우량업종대표주","29125","980","3.48","29286.99","29240","29675","28950","210","6179469","17475000000","0","600000","MKF 우량업종대표주 지수","28998.90","699.47","2.47"
"379790","RISE 유로스탁스50(H)","16885","415","2.52","16722.07","16540","17075","16540","15072","254680812","12663750000","0","750000","EURO STOXX 50 Index","6056.96","0.00","0.00"
"498610","RISE 인도디지털성장","8230","15","0.18","8225.87","8125","8395","8110","3599","29458265","4938000000","0","600000","MarketVector Digital India Index(INR)(Price Return)			","3197.24","0.00","0.00"
"488480","RISE 일본섹터TOP4Plus","13645","220","1.64","13654.00","13460","13915","13460","2377","32479245","7504750000","0","550000","Solactive Japan Samurai Sector TOP4 Plus Index(PR)","2917.98","0.00","0.00"
"385540","RISE 종합채권(A-이상)액티브","103265","405","0.39","103252.75","103155","103295","102995","3571","368538815","2176722935000","0","21079000","KIS 종합채권 지수(A-이상)(총수익지수)","119.70","0.00","0.00"
"183710","RISE 주식혼합","105000","3895","3.85","105316.19","106680","108585","105000","1551","166905960","21000000000","0","200000","주식국채혼합(주식형)지수","4200.52","147.52","3.64"
"310080","RISE 중국MSCI China(H)","9325","180","1.97","9386.53","9150","9415","9150","10676","98843845","10723750000","0","1150000","MSCI China Index(USD, Price Return)","73.18","0.00","0.00"
"463300","RISE 중국본토CSI300","14940","185","1.25","15114.44","14755","14950","14740","4750","70401715","23904000000","0","1600000","CSI 300 Index","0.00","-4722.41","-100.00"
"174360","RISE 중국본토대형주CSI100","26475","495","1.91","26573.67","26450","26690","26005","6936","183903080","39712500000","0","1500000","CSI A100","4578.12","0.00","0.00"
"136340","RISE 중기우량회사채","104085","70","0.07","104188.11","104090","104110","104030","546","56831700","139473900000","0","1340000","KOBI 크레딧 지수(총수익)","16021.26","32.42","0.20"
"281990","RISE 중소형고배당","18640","770","4.31","18556.11","18180","18705","18095","3734","68847040","10252000000","0","550000","FnGuide 중소형고배당포커스 지수","17925.30","417.11","2.38"
"272570","RISE 중장기국공채액티브","107380","365","0.34","107361.61","107350","107395","107295","199","21359820","8375640000","0","78000","KIS 종합채권국공채4~5Y지수","147.55","0.00","0.00"
"0164G0","RISE 차이나AI반도체TOP4Plus","15555","430","2.84","15467.85","15500","16030","15405","61222","956927462","31110000000","0","2000000","Solactive China AI Semiconductor TOP 4 Plus Index","6417.77","0.00","0.00"
"250730","RISE 차이나HSCEI(H)","9735","100","1.04","9839.96","9685","9860","9650","11048","107250100","16549500000","0","1700000","Hang Seng China H","8345.04","127.96","1.56"
"291680","RISE 차이나H선물인버스(H)","7880","-180","-2.23","7981.82","8030","8060","7510","2379","18835170","3940000000","0","500000","Hang Seng China Enterprises Futures Index(Price Return)","10556.82","192.49","1.86"
"0094L0","RISE 차이나테크TOP10위클리타겟커버드콜","8770","120","1.39","8703.37","8850","8850","8700","13730","120475383","12278000000","0","1400000","Bloomberg China Tech Select TOP 10 + 12% Target Premium Weekly Index","1024.56","0.00","0.00"
"371150","RISE 차이나항셍테크","7665","85","1.12","7653.01","7580","7795","7580","9447","72579170","14563500000","0","1900000","Hang Seng TECH Index","4696.59","40.85","0.88"
"498860","RISE 코리아금융고배당","18610","855","4.82","18711.24","18420","19075","18380","77960","1454927287","40011500000","0","2150000","iSelect 코리아 금융 고배당 지수","2812.92","133.94","5.00"
"495050","RISE 코리아밸류업","38290","1910","5.25","38241.88","37510","39560","37480","2455161","95266899443","1217622000000","0","31800000","코리아 밸류업 지수","3855.34","175.20","4.76"
"0094M0","RISE 코리아밸류업위클리고정커버드콜","21005","230","1.11","21179.04","21325","21795","21005","746596","16081453953","216351500000","0","10300000","코리아 밸류업 위클리 커버드콜 30% 지수","3890.46","128.57","3.42"
"0151P0","RISE 코리아전략산업액티브","19295","975","5.32","19320.61","19630","20090","19235","485879","9604201614","236363750000","0","12250000","KAP 코리아전략산업지수","5699.81","283.13","5.23"
"270810","RISE 코스닥150","17935","500","2.87","18145.74","18220","18510","17800","752499","13593270474","417168100000","0","23260000","코스닥 150","1835.35","64.09","3.62"
"278240","RISE 코스닥150선물레버리지","14610","585","4.17","14830.26","15060","15655","14455","61366","928701662","97010400000","0","6640000","F-코스닥150 지수","2099.63","45.92","2.24"
"275750","RISE 코스닥150선물인버스","2155","-50","-2.27","2137.17","2120","2160","2075","31380","66206630","1939500000","0","900000","F-코스닥150 지수","2099.63","45.92","2.24"
"302450","RISE 코스피","84455","3845","4.77","84256.16","86540","87320","83625","59183","5111280610","274478750000","0","3250000","코스피","8123.10","359.15","4.63"
"0047P0","RISE 테슬라고정테크100","15970","470","3.03","15929.37","15875","16035","15875","6447","102994185","23955000000","0","1500000","KEDI 테슬라고정테크100 지수(PR)","8228.89","0.00","0.00"
"0013R0","RISE 테슬라미국채타겟커버드콜혼합(합성)","9435","155","1.67","9408.02","9280","9445","9280","29927","282059690","33966000000","0","3600000","KEDI 테슬라미국30년국채15%타겟프리미엄 혼합지수(TR)","2785.86","0.00","0.00"
"449580","RISE 테슬라애플아마존채권혼합","16830","110","0.66","16816.29","16720","17065","16720","26143","441536017","21879000000","0","1300000","iSelect 테슬라 애플 아마존 채권혼합지수(Price Return)","4370.10","36.73","0.85"
"334690","RISE 팔라듐선물(H)","5935","190","3.31","5935.33","5860","5935","5850","6023","35489870","4154500000","0","700000","S&P GSCI Palladium Excess Return Index","729.28","29.89","4.27"
"334700","RISE 팔라듐선물인버스(H)","3485","-105","-2.92","3474.53","3485","3510","3460","2351","8165885","2091000000","0","600000","S&P GSCI Palladium Excess Return Index","729.28","29.89","4.27"
"0047R0","RISE 팔란티어고정테크100","15065","165","1.11","15175.39","15115","15315","15065","8015","121147835","29376750000","0","1950000","KEDI 팔란티어고정테크100 지수(PR)","4970.20","0.00","0.00"
"253280","RISE 헬스케어","13600","140","1.04","13543.09","13905","13955","13480","9392","130082870","8840000000","0","650000","FnGuide 헬스케어 지수","3421.51","-19.63","-0.57"
"253290","RISE 헬스케어채권혼합","11790","-10","-0.08","11848.25","11880","11960","11780","18316","217599417","21222000000","0","1800000","FnGuide 헬스케어 채권혼합 지수","2127.55","-0.02","0.00"
"0190C0","RISE 현대차고정피지컬AI","12005","380","3.27","11993.59","12320","12695","11870","4895720","60598407390","757515500000","0","63100000","KEDI 현대차고정피지컬AI 지수","3147.33","108.25","3.56"
"411540","SOL 200 Top10","20320","810","4.15","20244.34","20350","20760","20085","16603","339618225","28448000000","0","1400000","코스피 200 Top 10 지수","3071.79","129.44","4.40"
"295040","SOL 200TR","48405","1955","4.21","48603.45","49510","50660","48330","322938","16135869450","813204000000","0","16800000","코스피 200 TR","1710.68","79.19","4.85"
"0167B0","SOL 200타겟위클리커버드콜","14655","665","4.75","14628.41","14750","15165","14550","2833877","42446165161","745939500000","0","50900000","코스피 200 타겟 15% 위클리 커버드콜 지수","3827.21","168.48","4.60"
"488980","SOL 26-12 회사채(AA-이상)액티브","51770","5","0.01","51772.71","51780","51780","51770","86","4452990","253569460000","0","4898000","KAP 26-12 크레딧 채권지수(AA-이상, 총수익)","109.44","0.00","0.00"
"0092C0","SOL 27-12 회사채(AA-이상)액티브","49880","30","0.06","49853.18","49865","49880","49865","16241","810258980","253490160000","0","5082000","KAP 27-12 크레딧 채권지수(AA-이상, 총수익)","103.30","0.00","0.00"
"455860","SOL 2차전지소부장Fn","5770","315","5.77","5786.91","5740","5945","5660","973021","5659350434","137037500000","0","23750000","FnGuide 2차전지 소부장 지수(PR)","3570.36","200.25","5.94"
"0167A0","SOL AI반도체TOP2플러스","22925","575","2.57","22899.83","24275","24580","22780","35355528","844098944331","6033860000000","0","263200000","FnGuide AI반도체 TOP2 플러스 지수(PR)","8913.58","185.26","2.12"
"455850","SOL AI반도체소부장","34200","2680","8.50","34707.79","33405","35185","31885","11916565","400202297927","1333800000000","0","39000000","FnGuide AI 반도체 소부장 지수","5906.58","550.10","10.27"
"497880","SOL CD금리&머니마켓액티브","50080","15","0.03","50070.79","50065","50090","50065","143541","7187751546","242787840000","0","4848000","KAP CD&단기자금시장지수(PR)","120.19","0.00","0.00"
"363510","SOL KIS단기통안채","111580","10","0.01","111587.64","111580","111580","111580","1","111580","25774980000","0","231000","KIS 단기통안채 Index(총수익)","12740.92","2.94","0.02"
"292500","SOL KRX300","59590","4005","7.21","58812.73","60030","61000","59590","1839","111442387","29795000000","0","500000","KRX 300","5633.80","257.84","4.80"
"404650","SOL KRX기후변화솔루션","28590","1025","3.72","28588.07","29195","29680","28540","310","9139140","17154000000","0","600000","KRX 기후변화 솔루션지수","5488.87","163.25","3.07"
"490480","SOL K방산","33645","1045","3.21","33838.59","33610","34620","33410","61549","2090607884","104299500000","0","3100000","KEDI K방산 지수(PR)","7292.35","271.62","3.87"
"0197W0","SOL SK하이닉스단일종목레버리지","20045","820","4.27","19871.56","22600","22865","20045","820838","18103867598","67651875000","0","3375000","KRX SK하이닉스 지수","12558.41","286.21","2.33"
"0197X0","SOL SK하이닉스선물단일종목인버스2X","13595","-485","-3.44","13899.94","11300","13595","11295","38892989","475045406495","122355000000","0","9000000","KRX SK하이닉스 선물 지수","12114.67","191.14","1.60"
"438570","SOL 국고채10년","98365","685","0.70","98378.28","98205","98440","98125","4324","425071775","105939105000","0","1077000","KAP 국고채10년지수(총수익지수)","109.19","0.98","0.91"
